alias::botd::breath-of-the-dying	term::breath-of-the-dying	Breath of the Dying	BOTD	term_map_key	TermAlias	mixed	0.99	docs/tier0/bilingual-term-map.json	"{""source_scope"": ""alias_registry"", ""updated_at"": ""2026-04-21T15:37:09.779542+00:00""}"
alias::breath-of-the-dying::1	term::breath-of-the-dying	Breath of the Dying	breath of the dying	alias	TermAlias	en	0.95	docs/tier0/bilingual-term-map.json	"{""source_scope"": ""alias_registry"", ""updated_at"": ""2026-04-21T15:37:09.779542+00:00""}"
alias::coh::chains-of-honor	term::chains-of-honor	Chains of Honor	COH	term_map_key	TermAlias	mixed	0.99	docs/tier0/bilingual-term-map.json	"{""source_scope"": ""alias_registry"", ""updated_at"": ""2026-04-21T15:37:09.779542+00:00""}"
alias::chains-of-honor::1	term::chains-of-honor	Chains of Honor	chains of honor	alias	TermAlias	en	0.95	docs/tier0/bilingual-term-map.json	"{""source_scope"": ""alias_registry"", ""updated_at"": ""2026-04-21T15:37:09.779542+00:00""}"
alias::u-26444fd54464::2	term::chains-of-honor	Chains of Honor	荣耀之链	alias	TermAlias	zh	0.95	docs/tier0/bilingual-term-map.json	"{""source_scope"": ""alias_registry"", ""updated_at"": ""2026-04-21T15:37:09.779542+00:00""}"
alias::cta::call-to-arms	term::call-to-arms	Call to Arms	CTA	term_map_key	TermAlias	mixed	0.99	docs/tier0/bilingual-term-map.json	"{""source_scope"": ""alias_registry"", ""updated_at"": ""2026-04-21T15:37:09.779542+00:00""}"
alias::call-to-arms::1	term::call-to-arms	Call to Arms	call to arms	alias	TermAlias	en	0.95	docs/tier0/bilingual-term-map.json	"{""source_scope"": ""alias_registry"", ""updated_at"": ""2026-04-21T15:37:09.779542+00:00""}"
alias::u-9833f8ff246c::2	term::call-to-arms	Call to Arms	战争召唤	alias	TermAlias	zh	0.95	docs/tier0/bilingual-term-map.json	"{""source_scope"": ""alias_registry"", ""updated_at"": ""2026-04-21T15:37:09.779542+00:00""}"
alias::dclone::diablo-clone	term::diablo-clone	Diablo Clone	DClone	term_map_key	TermAlias	mixed	0.99	docs/tier0/bilingual-term-map.json	"{""source_scope"": ""alias_registry"", ""updated_at"": ""2026-04-21T15:37:09.779542+00:00""}"
alias::diablo-clone::1	term::diablo-clone	Diablo Clone	diablo clone	alias	TermAlias	en	0.95	docs/tier0/bilingual-term-map.json	"{""source_scope"": ""alias_registry"", ""updated_at"": ""2026-04-21T15:37:09.779542+00:00""}"
