7b9859d3-6dd2-568e-b523-3468e710f0c8	b65d2e30-ca3d-5893-b71e-2145685aafdb	ApiEndpoint	Diablo 2 API | Diablo-2.net	"[""Diablo 2 API | Diablo-2.net"", ""api""]"	discovered_via	provenance	https://www.diablo-2.net/api/	"[""diablo2-net-api""]"	1	1	{}
d04f89df-f975-54a1-a37f-6191538ad45d	b99e5ef3-31bb-5f60-ad9b-203d6ba0c57d	ApiEndpoint	items-endpoint	"[""items"", ""items-endpoint""]"	discovered_via	provenance	https://www.diablo-2.net/api/items	"[""diablo2-net-api""]"	1	1	{}
24227fc9-4a93-5757-945a-7d402163a2a8	1e12fd92-f131-58ca-94b8-18b4749586c0	ApiEndpoint	runes-endpoint	"[""runes"", ""runes-endpoint""]"	discovered_via	provenance	https://www.diablo-2.net/api/runes?item=ElRune&level=1	"[""diablo2-net-api""]"	1	1	{}
d5ab684e-888a-5e39-a64e-dbc244b759d4	c9eb4129-4857-5618-bac7-05f6ce74a559	ApiEndpoint	unique-items-endpoint	"[""unique items"", ""unique-items"", ""unique-items-endpoint""]"	discovered_via	provenance	https://www.diablo-2.net/api/unique-items?item=TheGrandFather&base-item=colossus_blade&class=Assassin&level=55&strength=75&dexterity=75&theme=d2r&identified=yes&output=json	"[""diablo2-net-api""]"	1	1	{}
d0f1474e-7781-51ee-95ca-57ec0a88b682	8b0abf54-a640-5fb7-8869-bc5071bbe3b6	Area	"Blood Moor 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io"	"[""Blood Moor • Diablo 2 Resurrected Area • diablo2.io"", ""blood moor t3711"", ""blood-moor-t3711""]"	discovered_via	provenance	https://diablo2.io/areas/blood-moor-t3711.html	"[""diablo2-io""]"	1	1	{}
c6cb4109-3b6f-59bf-bdcb-55b860642ca2	21b8cf94-5cad-56aa-96d5-687a64d2a2b4	Area	"Burial Grounds 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io"	"[""Burial Grounds • Diablo 2 Resurrected Area • diablo2.io"", ""burial grounds t3713"", ""burial-grounds-t3713""]"	discovered_via	provenance	https://diablo2.io/areas/burial-grounds-t3713.html	"[""diablo2-io""]"	1	1	{}
e6211fda-18d4-56a8-8ef8-558465c40bf4	8f191003-53ab-5f43-ac88-5c3b64af3a71	Area	"Cave Level 1 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io"	"[""Cave Level 1 • Diablo 2 Resurrected Area • diablo2.io"", ""cave level 1 t3697"", ""cave-level-1-t3697""]"	discovered_via	provenance	https://diablo2.io/areas/cave-level-1-t3697.html	"[""diablo2-io""]"	1	1	{}
35fb79ec-c97f-529e-9420-5e29dfc80841	b7882e89-9d37-5756-884b-62f381f9e287	Area	"Cave Level 2 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io"	"[""Cave Level 2 • Diablo 2 Resurrected Area • diablo2.io"", ""cave level 2 t3698"", ""cave-level-2-t3698""]"	discovered_via	provenance	https://diablo2.io/areas/cave-level-2-t3698.html	"[""diablo2-io""]"	1	1	{}
1682296c-bbd7-5d83-9b83-f4845d06f3a2	fc3ddf5f-f1fb-5a12-8c91-3ef7dcc60f17	Area	"Cold Plains 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io"	"[""Cold Plains • Diablo 2 Resurrected Area • diablo2.io"", ""cold plains t3712"", ""cold-plains-t3712""]"	discovered_via	provenance	https://diablo2.io/areas/cold-plains-t3712.html	"[""diablo2-io""]"	1	1	{}
194f6620-9cc6-592d-a263-0e69501fc7da	d2c19df1-768b-5d1c-b5d1-cf283f30b40f	Area	"Crypt 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io"	"[""Crypt • Diablo 2 Resurrected Area • diablo2.io"", ""crypt t3703"", ""crypt-t3703""]"	discovered_via	provenance	https://diablo2.io/areas/crypt-t3703.html	"[""diablo2-io""]"	1	1	{}
729016d4-6e19-5d07-869e-9a3cfa1a4407	af4a9501-18c6-5ebb-9b20-c5dec7212107	Area	"Den of Evil 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io"	"[""Den of Evil • Diablo 2 Resurrected Area • diablo2.io"", ""den of evil t3696"", ""den-of-evil-t3696""]"	discovered_via	provenance	https://diablo2.io/areas/den-of-evil-t3696.html	"[""diablo2-io""]"	1	1	{}
ab9004be-63ca-5e06-9990-4f1c6bf97058	cc6f9d18-5821-50f1-a771-3f0bc57dc1ca	Area	"Hole Level 1 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io"	"[""Hole Level 1 • Diablo 2 Resurrected Area • diablo2.io"", ""hole level 1 t3699"", ""hole-level-1-t3699""]"	discovered_via	provenance	https://diablo2.io/areas/hole-level-1-t3699.html	"[""diablo2-io""]"	1	1	{}
9a609c45-1e9b-50a0-ab20-14abefbc537f	4e4282bc-1bdb-5074-a39a-e02dd65b1223	Area	"Hole level 2 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io"	"[""Hole level 2 • Diablo 2 Resurrected Area • diablo2.io"", ""hole level 2 t3700"", ""hole-level-2-t3700""]"	discovered_via	provenance	https://diablo2.io/areas/hole-level-2-t3700.html	"[""diablo2-io""]"	1	1	{}
e38bae26-387a-57c6-a226-e70273bf9f5b	43a7cb37-47c6-5bff-be1d-70181bfe0a6f	Area	"Mausoleum 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io"	"[""Mausoleum • Diablo 2 Resurrected Area • diablo2.io"", ""mausoleum t3704"", ""mausoleum-t3704""]"	discovered_via	provenance	https://diablo2.io/areas/mausoleum-t3704.html	"[""diablo2-io""]"	1	1	{}
69105ff8-70a3-59e2-9902-4684c879ceae	9287ca7a-cf17-5abf-9500-466d9a90d2bc	Area	"Pit Level 1 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io"	"[""Pit Level 1 • Diablo 2 Resurrected Area • diablo2.io"", ""pit level 1 t3701"", ""pit-level-1-t3701""]"	discovered_via	provenance	https://diablo2.io/areas/pit-level-1-t3701.html	"[""diablo2-io""]"	1	1	{}
cf850352-a355-5aa2-a606-98767f38768d	7f2ca9d2-ef88-560a-91b6-63aa82bf841e	Area	"Pit Level 2 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io"	"[""Pit Level 2 • Diablo 2 Resurrected Area • diablo2.io"", ""pit level 2 t3702"", ""pit-level-2-t3702""]"	discovered_via	provenance	https://diablo2.io/areas/pit-level-2-t3702.html	"[""diablo2-io""]"	1	1	{}
4339a372-dc4e-57af-b42e-27830a30b10a	e9dd42b1-f58f-598d-8f1c-8f4fa1a656f2	Area	"Rogue Encampment 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io"	"[""Rogue Encampment • Diablo 2 Resurrected Area • diablo2.io"", ""rogue encampment t3710"", ""rogue-encampment-t3710""]"	discovered_via	provenance	https://diablo2.io/areas/rogue-encampment-t3710.html	"[""diablo2-io""]"	1	1	{}
41c2ed83-fd7e-5572-b3fd-66e6f3aab163	da593f4a-1c8f-58fb-91ec-58cd3cd9dbf8	Area	"Tower Cellar Level 1 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io"	"[""Tower Cellar Level 1 • Diablo 2 Resurrected Area • diablo2.io"", ""tower cellar level 1 t3705"", ""tower-cellar-level-1-t3705""]"	discovered_via	provenance	https://diablo2.io/areas/tower-cellar-level-1-t3705.html	"[""diablo2-io""]"	1	1	{}
0a55731c-2785-56c5-8342-e1656ab4341d	cdb03562-b031-52d7-a5e3-ff6ffd50e5b1	Area	"Tower Cellar Level 2 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io"	"[""Tower Cellar Level 2 • Diablo 2 Resurrected Area • diablo2.io"", ""tower cellar level 2 t3706"", ""tower-cellar-level-2-t3706""]"	discovered_via	provenance	https://diablo2.io/areas/tower-cellar-level-2-t3706.html	"[""diablo2-io""]"	1	1	{}
