monster::abominable::snowyeti2	physical	\N	25	40
monster::abominable::snowyeti2	magic	30	\N	\N
monster::abominable::snowyeti2	fire	\N	\N	\N
monster::abominable::snowyeti2	lightning	\N	\N	25
monster::abominable::snowyeti2	cold	75	85	170
monster::abominable::snowyeti2	poison	\N	\N	\N
monster::abominable::snowyeti2	drain_effectiveness	100	100	100
monster::abyss-knight::doomknight2	physical	\N	\N	33
monster::abyss-knight::doomknight2	magic	\N	\N	\N
monster::abyss-knight::doomknight2	fire	40	40	40
monster::abyss-knight::doomknight2	lightning	80	80	100
monster::abyss-knight::doomknight2	cold	40	40	40
monster::abyss-knight::doomknight2	poison	40	40	50
monster::abyss-knight::doomknight2	drain_effectiveness	100	75	33
monster::afflicted::bighead1	physical	\N	\N	25
monster::afflicted::bighead1	magic	\N	\N	\N
monster::afflicted::bighead1	fire	\N	\N	\N
monster::afflicted::bighead1	lightning	70	85	100
monster::afflicted::bighead1	cold	\N	\N	\N
monster::afflicted::bighead1	poison	\N	75	\N
monster::afflicted::bighead1	drain_effectiveness	100	85	75
monster::afflicted::bighead6	physical	\N	\N	25
monster::afflicted::bighead6	magic	\N	\N	\N
monster::afflicted::bighead6	fire	33	33	50
monster::afflicted::bighead6	lightning	80	100	100
monster::afflicted::bighead6	cold	50	75	90
monster::afflicted::bighead6	poison	\N	\N	15
monster::afflicted::bighead6	drain_effectiveness	100	85	75
monster::agony-worm::painworm3	physical	\N	\N	\N
monster::agony-worm::painworm3	magic	\N	\N	\N
monster::agony-worm::painworm3	fire	\N	\N	\N
monster::agony-worm::painworm3	lightning	\N	\N	\N
monster::agony-worm::painworm3	cold	\N	\N	140
monster::agony-worm::painworm3	poison	\N	\N	\N
monster::agony-worm::painworm3	drain_effectiveness	100	85	75
monster::andariel::andariel	physical	\N	\N	66
monster::andariel::andariel	magic	\N	\N	\N
monster::andariel::andariel	fire	-50	-50	-50
monster::andariel::andariel	lightning	50	50	66
monster::andariel::andariel	cold	50	50	66
monster::andariel::andariel	poison	80	50	66
monster::andariel::andariel	drain_effectiveness	100	66	33
monster::anguish-worm::painworm5	physical	\N	\N	\N
monster::anguish-worm::painworm5	magic	\N	\N	\N
monster::anguish-worm::painworm5	fire	\N	\N	\N
monster::anguish-worm::painworm5	lightning	\N	\N	\N
monster::anguish-worm::painworm5	cold	\N	\N	150
monster::anguish-worm::painworm5	poison	\N	\N	\N
monster::anguish-worm::painworm5	drain_effectiveness	100	85	75
monster::apparition::wraith4	physical	50	60	100
monster::apparition::wraith4	magic	\N	\N	50
monster::apparition::wraith4	fire	\N	\N	\N
monster::apparition::wraith4	lightning	\N	\N	\N
monster::apparition::wraith4	cold	\N	\N	75
monster::apparition::wraith4	poison	50	60	75
monster::apparition::wraith4	drain_effectiveness	100	66	33
monster::arach::arach1	physical	\N	\N	50
monster::arach::arach1	magic	\N	\N	\N
monster::arach::arach1	fire	\N	\N	110
monster::arach::arach1	lightning	\N	\N	\N
monster::arach::arach1	cold	\N	\N	\N
monster::arach::arach1	poison	\N	\N	50
monster::arach::arach1	drain_effectiveness	100	75	50
monster::arach::arach6	physical	\N	\N	50
monster::arach::arach6	magic	\N	\N	\N
monster::arach::arach6	fire	\N	\N	120
monster::arach::arach6	lightning	\N	\N	25
monster::arach::arach6	cold	\N	\N	50
monster::arach::arach6	poison	\N	\N	\N
monster::arach::arach6	drain_effectiveness	100	75	50
monster::arach::arach7	physical	\N	\N	50
monster::arach::arach7	magic	\N	\N	\N
monster::arach::arach7	fire	\N	\N	120
monster::arach::arach7	lightning	\N	\N	25
monster::arach::arach7	cold	\N	\N	50
monster::arach::arach7	poison	\N	\N	\N
monster::arach::arach7	drain_effectiveness	100	75	50
monster::assailant::sandraider10	physical	\N	\N	35
monster::assailant::sandraider10	magic	\N	\N	\N
monster::assailant::sandraider10	fire	\N	\N	130
monster::assailant::sandraider10	lightning	\N	\N	50
monster::assailant::sandraider10	cold	\N	\N	50
monster::assailant::sandraider10	poison	\N	\N	25
monster::assailant::sandraider10	drain_effectiveness	100	75	66
monster::assailant::sandraider5	physical	\N	\N	25
monster::assailant::sandraider5	magic	\N	\N	\N
monster::assailant::sandraider5	fire	\N	\N	120
monster::assailant::sandraider5	lightning	\N	\N	50
monster::assailant::sandraider5	cold	\N	\N	\N
monster::assailant::sandraider5	poison	\N	\N	33
monster::assailant::sandraider5	drain_effectiveness	100	75	66
monster::baal::baalclone	physical	\N	\N	50
monster::baal::baalclone	magic	\N	\N	\N
monster::baal::baalclone	fire	15	25	25
monster::baal::baalclone	lightning	15	25	25
monster::baal::baalclone	cold	15	25	25
monster::baal::baalclone	poison	33	25	25
monster::baal::baalclone	drain_effectiveness	100	50	20
monster::baal::baalcrab	physical	\N	\N	50
monster::baal::baalcrab	magic	\N	\N	\N
monster::baal::baalcrab	fire	33	50	50
monster::baal::baalcrab	lightning	33	50	50
monster::baal::baalcrab	cold	33	50	50
monster::baal::baalcrab	poison	50	50	50
monster::baal::baalcrab	drain_effectiveness	100	50	20
monster::baal::baalcrabstairs	physical	\N	\N	\N
monster::baal::baalcrabstairs	magic	\N	\N	\N
monster::baal::baalcrabstairs	fire	33	50	50
monster::baal::baalcrabstairs	lightning	33	50	50
monster::baal::baalcrabstairs	cold	33	50	50
monster::baal::baalcrabstairs	poison	50	50	50
monster::baal::baalcrabstairs	drain_effectiveness	\N	\N	\N
monster::baal::baalthrone	physical	\N	\N	50
monster::baal::baalthrone	magic	\N	\N	\N
monster::baal::baalthrone	fire	33	50	50
monster::baal::baalthrone	lightning	33	50	50
monster::baal::baalthrone	cold	33	50	50
monster::baal::baalthrone	poison	50	50	50
monster::baal::baalthrone	drain_effectiveness	\N	\N	\N
monster::baal::uberbaal	physical	\N	\N	50
monster::baal::uberbaal	magic	\N	\N	75
monster::baal::uberbaal	fire	33	50	75
monster::baal::uberbaal	lightning	33	50	75
monster::baal::uberbaal	cold	33	50	110
monster::baal::uberbaal	poison	50	50	75
monster::baal::uberbaal	drain_effectiveness	100	50	20
monster::balrog::megademon1	physical	\N	\N	50
monster::balrog::megademon1	magic	\N	\N	\N
monster::balrog::megademon1	fire	70	80	110
monster::balrog::megademon1	lightning	\N	\N	75
monster::balrog::megademon1	cold	\N	\N	50
monster::balrog::megademon1	poison	\N	\N	75
monster::balrog::megademon1	drain_effectiveness	100	85	66
monster::balrog::megademon4	physical	\N	\N	50
monster::balrog::megademon4	magic	\N	\N	20
monster::balrog::megademon4	fire	70	80	140
monster::balrog::megademon4	lightning	\N	\N	33
monster::balrog::megademon4	cold	\N	\N	\N
monster::balrog::megademon4	poison	70	100	50
monster::balrog::megademon4	drain_effectiveness	100	85	66
monster::barbarian::act5hire1	physical	\N	\N	\N
monster::barbarian::act5hire1	magic	\N	\N	\N
monster::barbarian::act5hire1	fire	\N	\N	\N
monster::barbarian::act5hire1	lightning	\N	\N	\N
monster::barbarian::act5hire1	cold	\N	\N	\N
monster::barbarian::act5hire1	poison	70	70	70
monster::barbarian::act5hire1	drain_effectiveness	100	100	100
monster::barbarian::act5hire2	physical	\N	\N	\N
monster::barbarian::act5hire2	magic	\N	\N	\N
monster::barbarian::act5hire2	fire	\N	\N	\N
monster::barbarian::act5hire2	lightning	\N	\N	\N
monster::barbarian::act5hire2	cold	\N	\N	\N
monster::barbarian::act5hire2	poison	70	70	70
monster::barbarian::act5hire2	drain_effectiveness	100	100	100
monster::barbarian-captive::act5pow	physical	\N	\N	\N
monster::barbarian-captive::act5pow	magic	50	50	50
monster::barbarian-captive::act5pow	fire	50	50	50
monster::barbarian-captive::act5pow	lightning	50	50	50
monster::barbarian-captive::act5pow	cold	50	50	50
monster::barbarian-captive::act5pow	poison	50	50	50
monster::barbarian-captive::act5pow	drain_effectiveness	100	100	100
monster::barricade::barricadewall1	physical	\N	\N	66
monster::barricade::barricadewall1	magic	\N	\N	20
monster::barricade::barricadewall1	fire	\N	\N	50
monster::barricade::barricadewall1	lightning	\N	\N	\N
monster::barricade::barricadewall1	cold	50	50	50
monster::barricade::barricadewall1	poison	1000	1000	1000
monster::barricade::barricadewall1	drain_effectiveness	\N	\N	\N
monster::barricade::barricadewall2	physical	\N	\N	66
monster::barricade::barricadewall2	magic	\N	\N	20
monster::barricade::barricadewall2	fire	\N	\N	50
monster::barricade::barricadewall2	lightning	\N	\N	\N
monster::barricade::barricadewall2	cold	50	50	50
monster::barricade::barricadewall2	poison	1000	1000	1000
monster::barricade::barricadewall2	drain_effectiveness	\N	\N	\N
monster::barricaded-door::barricadedoor1	physical	\N	\N	50
monster::barricaded-door::barricadedoor1	magic	\N	\N	\N
monster::barricaded-door::barricadedoor1	fire	\N	\N	\N
monster::barricaded-door::barricadedoor1	lightning	\N	\N	\N
monster::barricaded-door::barricadedoor1	cold	50	50	66
monster::barricaded-door::barricadedoor1	poison	1000	1000	1000
monster::barricaded-door::barricadedoor1	drain_effectiveness	\N	\N	\N
monster::barricaded-door::barricadedoor2	physical	\N	\N	50
monster::barricaded-door::barricadedoor2	magic	\N	\N	\N
monster::barricaded-door::barricadedoor2	fire	\N	\N	\N
monster::barricaded-door::barricadedoor2	lightning	\N	\N	\N
monster::barricaded-door::barricadedoor2	cold	50	50	66
monster::barricaded-door::barricadedoor2	poison	1000	1000	1000
monster::barricaded-door::barricadedoor2	drain_effectiveness	\N	\N	\N
monster::barricaded-tower::barricadetower	physical	\N	\N	75
monster::barricaded-tower::barricadetower	magic	\N	\N	\N
monster::barricaded-tower::barricadetower	fire	\N	\N	110
monster::barricaded-tower::barricadetower	lightning	\N	\N	\N
monster::barricaded-tower::barricadetower	cold	50	50	66
monster::barricaded-tower::barricadetower	poison	1000	1000	1000
monster::barricaded-tower::barricadetower	drain_effectiveness	\N	\N	\N
monster::bear::bear	physical	\N	\N	\N
monster::bear::bear	magic	\N	\N	\N
monster::bear::bear	fire	\N	\N	\N
monster::bear::bear	lightning	\N	\N	\N
monster::bear::bear	cold	\N	\N	\N
monster::bear::bear	poison	\N	\N	\N
monster::bear::bear	drain_effectiveness	100	100	100
monster::berserker-slayer::suicideminion2	physical	\N	\N	25
monster::berserker-slayer::suicideminion2	magic	\N	\N	\N
monster::berserker-slayer::suicideminion2	fire	30	30	105
monster::berserker-slayer::suicideminion2	lightning	\N	\N	15
monster::berserker-slayer::suicideminion2	cold	\N	\N	33
monster::berserker-slayer::suicideminion2	poison	\N	\N	15
monster::berserker-slayer::suicideminion2	drain_effectiveness	100	85	75
monster::berserker-slayer::suicideminion9	physical	\N	\N	33
monster::berserker-slayer::suicideminion9	magic	\N	\N	\N
monster::berserker-slayer::suicideminion9	fire	30	30	50
monster::berserker-slayer::suicideminion9	lightning	\N	\N	25
monster::berserker-slayer::suicideminion9	cold	\N	\N	130
monster::berserker-slayer::suicideminion9	poison	\N	\N	\N
monster::berserker-slayer::suicideminion9	drain_effectiveness	100	85	75
monster::black-archer::cr_archer4	physical	\N	\N	15
monster::black-archer::cr_archer4	magic	\N	\N	\N
monster::black-archer::cr_archer4	fire	\N	\N	25
monster::black-archer::cr_archer4	lightning	\N	\N	115
monster::black-archer::cr_archer4	cold	\N	\N	25
monster::black-archer::cr_archer4	poison	\N	\N	25
monster::black-archer::cr_archer4	drain_effectiveness	100	100	100
monster::black-lancer::cr_lancer4	physical	\N	\N	45
monster::black-lancer::cr_lancer4	magic	\N	\N	\N
monster::black-lancer::cr_lancer4	fire	\N	\N	25
monster::black-lancer::cr_lancer4	lightning	\N	\N	115
monster::black-lancer::cr_lancer4	cold	\N	\N	25
monster::black-lancer::cr_lancer4	poison	\N	\N	25
monster::black-lancer::cr_lancer4	drain_effectiveness	100	100	100
monster::black-lancer::cr_lancer8	physical	\N	\N	33
monster::black-lancer::cr_lancer8	magic	\N	\N	\N
monster::black-lancer::cr_lancer8	fire	\N	\N	25
monster::black-lancer::cr_lancer8	lightning	\N	50	100
monster::black-lancer::cr_lancer8	cold	\N	25	50
monster::black-lancer::cr_lancer8	poison	\N	\N	15
monster::black-lancer::cr_lancer8	drain_effectiveness	100	100	100
monster::black-lancer::cr_lancer9	physical	\N	\N	33
monster::black-lancer::cr_lancer9	magic	\N	\N	\N
monster::black-lancer::cr_lancer9	fire	\N	\N	25
monster::black-lancer::cr_lancer9	lightning	\N	50	100
monster::black-lancer::cr_lancer9	cold	\N	25	50
monster::black-lancer::cr_lancer9	poison	\N	\N	15
monster::black-lancer::cr_lancer9	drain_effectiveness	100	100	100
monster::black-locusts::swarm2	physical	70	80	100
monster::black-locusts::swarm2	magic	\N	\N	\N
monster::black-locusts::swarm2	fire	\N	\N	\N
monster::black-locusts::swarm2	lightning	\N	\N	\N
monster::black-locusts::swarm2	cold	\N	\N	\N
monster::black-locusts::swarm2	poison	\N	\N	\N
monster::black-locusts::swarm2	drain_effectiveness	\N	\N	\N
monster::black-raptor::foulcrow3	physical	\N	\N	\N
monster::black-raptor::foulcrow3	magic	\N	\N	\N
monster::black-raptor::foulcrow3	fire	\N	\N	25
monster::black-raptor::foulcrow3	lightning	\N	\N	\N
monster::black-raptor::foulcrow3	cold	\N	\N	\N
monster::black-raptor::foulcrow3	poison	60	80	110
monster::black-raptor::foulcrow3	drain_effectiveness	100	100	100
monster::black-raptor::foulcrow7	physical	\N	\N	\N
monster::black-raptor::foulcrow7	magic	\N	40	50
monster::black-raptor::foulcrow7	fire	\N	\N	33
monster::black-raptor::foulcrow7	lightning	\N	\N	25
monster::black-raptor::foulcrow7	cold	\N	\N	15
monster::black-raptor::foulcrow7	poison	60	100	110
monster::black-raptor::foulcrow7	drain_effectiveness	100	100	100
monster::black-raptor-nest::crownest3	physical	\N	\N	\N
monster::black-raptor-nest::crownest3	magic	\N	\N	\N
monster::black-raptor-nest::crownest3	fire	\N	\N	\N
monster::black-raptor-nest::crownest3	lightning	\N	\N	\N
monster::black-raptor-nest::crownest3	cold	\N	\N	\N
monster::black-raptor-nest::crownest3	poison	\N	\N	\N
monster::black-raptor-nest::crownest3	drain_effectiveness	100	75	50
monster::black-rogue::corruptrogue4	physical	\N	\N	20
monster::black-rogue::corruptrogue4	magic	\N	\N	20
monster::black-rogue::corruptrogue4	fire	\N	\N	33
monster::black-rogue::corruptrogue4	lightning	\N	\N	33
monster::black-rogue::corruptrogue4	cold	\N	\N	140
monster::black-rogue::corruptrogue4	poison	\N	\N	20
monster::black-rogue::corruptrogue4	drain_effectiveness	100	100	100
monster::black-soul::willowisp4	physical	70	70	90
monster::black-soul::willowisp4	magic	\N	\N	\N
monster::black-soul::willowisp4	fire	\N	\N	\N
monster::black-soul::willowisp4	lightning	80	100	115
monster::black-soul::willowisp4	cold	\N	\N	\N
monster::black-soul::willowisp4	poison	\N	\N	\N
monster::black-soul::willowisp4	drain_effectiveness	\N	\N	\N
monster::black-soul::willowisp6	physical	70	70	90
monster::black-soul::willowisp6	magic	\N	\N	50
monster::black-soul::willowisp6	fire	\N	\N	\N
monster::black-soul::willowisp6	lightning	80	100	100
monster::black-soul::willowisp6	cold	\N	\N	33
monster::black-soul::willowisp6	poison	\N	50	110
monster::black-soul::willowisp6	drain_effectiveness	\N	\N	\N
monster::blood-boss::overseer4	physical	\N	\N	40
monster::blood-boss::overseer4	magic	\N	\N	\N
monster::blood-boss::overseer4	fire	\N	\N	33
monster::blood-boss::overseer4	lightning	\N	\N	20
monster::blood-boss::overseer4	cold	\N	\N	150
monster::blood-boss::overseer4	poison	\N	\N	\N
monster::blood-boss::overseer4	drain_effectiveness	100	100	100
monster::blood-bringer::siegebeast3	physical	\N	\N	50
monster::blood-bringer::siegebeast3	magic	\N	\N	\N
monster::blood-bringer::siegebeast3	fire	\N	\N	75
monster::blood-bringer::siegebeast3	lightning	\N	\N	33
monster::blood-bringer::siegebeast3	cold	\N	\N	120
monster::blood-bringer::siegebeast3	poison	\N	\N	\N
monster::blood-bringer::siegebeast3	drain_effectiveness	100	100	100
monster::blood-clan::goatman3	physical	\N	\N	50
